neutral 	0.5950890614040548
neutral 	0.7375865367501735
neutral 	0.7512791813590974
neutral 	0.7383005314221904
negative	0.6058011036227582
negative	0.6508618789229634
negative	0.557657543162519
neutral 	0.6956840341779982
neutral 	0.6290927098300615
negative	0.5366457695660906
positive	0.5563233158314749
neutral 	0.7970809934585753
negative	0.6201437239310575
neutral 	0.6686803138992715
neutral 	0.5146524992375315
neutral 	0.6290927098300615
negative	0.5006764685693824
neutral 	0.7562766285033701
neutral 	0.5950890614040548
negative	0.7710862110836669
negative	0.557365572374751
neutral 	0.7208500060191785
neutral 	0.569744256484635
neutral 	0.7566187038501048
neutral 	0.5950890614040548
neutral 	0.8644117224898329
negative	0.6771652706433768
positive	0.5482307010976982
positive	0.5766587831413698
neutral 	0.8094715221742678
neutral 	0.5950890614040548
positive	0.6426633891506762
neutral 	0.5950890614040548
positive	0.5723114783051482
negative	0.6102712732200537
neutral 	0.7247267455486219
positive	0.5326105801833956
neutral 	0.5793836485404299
positive	0.5482307010976982
positive	0.5482307010976982
positive	0.5983690015889569
neutral 	0.5793836485404299
neutral 	0.5793836485404299
neutral 	0.5950890614040548
negative	0.5688907493998628
negative	0.5644886905357254
neutral 	0.8762268850282436
negative	0.6513284458004964
neutral 	0.7121474390873468
negative	0.6143963370248942
neutral 	0.7204557591764558
positive	0.6735376393462564
neutral 	0.6407278005127756
positive	0.7376143456424787
negative	0.5580144187693286
positive	0.5128422866373854
neutral 	0.5879527047767489
neutral 	0.7865576593077818
negative	0.5969344257340993
positive	0.5482307010976982
neutral 	0.5950890614040548
neutral 	0.6985941344786039
neutral 	0.5950890614040548
neutral 	0.5811188856922039
neutral 	0.504934374992112
negative	0.6898419904904147
negative	0.7149101309178217
positive	0.5959151575124148
neutral 	0.6784932986745403
neutral 	0.8107349062074779
positive	0.5482307010976982
positive	0.580700185899408
negative	0.7023939095479741
neutral 	0.5060479994934844
positive	0.6248474038058298
neutral 	0.8121226340668981
neutral 	0.6057885646194572
positive	0.5363956101144527
positive	0.573001826467493
positive	0.6357357930088001
positive	0.5123915511981999
positive	0.6358152731686051
neutral 	0.7008448938166691
neutral 	0.5950890614040548
positive	0.5602697042567657
negative	0.5318536834482781
positive	0.573001826467493
neutral 	0.5950890614040548
negative	0.6093976503844296
positive	0.5326105801833956
negative	0.5644315161164564
neutral 	0.5964131544894675
neutral 	0.5950890614040548
neutral 	0.895364091335567
positive	0.5170755091314518
neutral 	0.8179823850312623
neutral 	0.5877921819345159
neutral 	0.835197246469014
neutral 	0.5819896405484332
neutral 	0.5950890614040548
positive	0.5128422866373854
neutral 	0.6290927098300615
neutral 	0.5811188856922039
neutral 	0.5819896405484332
neutral 	0.5964131544894675
neutral 	0.5950890614040548
neutral 	0.7383005314221904
neutral 	0.7208500060191785
neutral 	0.6407278005127756
neutral 	0.7204557591764558
neutral 	0.5879527047767489
neutral 	0.5060479994934844
neutral 	0.504934374992112
negative	0.6508618789229634
positive	0.5482307010976982
negative	0.6102712732200537
negative	0.6771652706433768
positive	0.5482307010976982
neutral 	0.5950890614040548
neutral 	0.8107349062074779
neutral 	0.5146524992375315
positive	0.5482307010976982
negative	0.5318536834482781
positive	0.5482307010976982
positive	0.580700185899408
neutral 	0.8762268850282436
neutral 	0.8094715221742678
negative	0.5644315161164564
neutral 	0.7970809934585753
neutral 	0.5950890614040548
neutral 	0.8644117224898329
neutral 	0.6985941344786039
neutral 	0.7121474390873468
neutral 	0.7247267455486219
positive	0.7376143456424787
positive	0.5766587831413698
positive	0.573001826467493
positive	0.5326105801833956
positive	0.5326105801833956
neutral 	0.8121226340668981
negative	0.5366457695660906
positive	0.6426633891506762
positive	0.5723114783051482
positive	0.5602697042567657
neutral 	0.5877921819345159
negative	0.6058011036227582
neutral 	0.6686803138992715
neutral 	0.5793836485404299
positive	0.573001826467493
neutral 	0.7562766285033701
negative	0.5688907493998628
neutral 	0.5950890614040548
positive	0.6358152731686051
neutral 	0.5950890614040548
positive	0.5563233158314749
neutral 	0.6956840341779982
negative	0.5006764685693824
positive	0.5123915511981999
negative	0.557365572374751
neutral 	0.5793836485404299
neutral 	0.7865576593077818
neutral 	0.6290927098300615
positive	0.5170755091314518
neutral 	0.895364091335567
neutral 	0.7375865367501735
neutral 	0.8179823850312623
neutral 	0.835197246469014
neutral 	0.7512791813590974
negative	0.6513284458004964
negative	0.7023939095479741
neutral 	0.5793836485404299
neutral 	0.569744256484635
positive	0.5959151575124148
positive	0.5363956101144527
negative	0.5580144187693286
negative	0.6093976503844296
negative	0.6201437239310575
neutral 	0.5950890614040548
negative	0.5969344257340993
positive	0.5983690015889569
neutral 	0.5950890614040548
neutral 	0.7008448938166691
negative	0.7710862110836669
negative	0.6143963370248942
negative	0.6898419904904147
neutral 	0.6057885646194572
negative	0.5644886905357254
neutral 	0.6784932986745403
positive	0.6735376393462564
neutral 	0.5950890614040548
neutral 	0.5950890614040548
neutral 	0.7566187038501048
positive	0.6248474038058298
negative	0.7149101309178217
positive	0.6357357930088001
positive	0.5482307010976982
neutral 	0.5950890614040548
negative	0.557657543162519
neutral 	0.7204557591764558
neutral 	0.5793836485404299
neutral 	0.6985941344786039
neutral 	0.5819896405484332
neutral 	0.7383005314221904
neutral 	0.6407278005127756
neutral 	0.6956840341779982
negative	0.5580144187693286
neutral 	0.5060479994934844
positive	0.7376143456424787
positive	0.5128422866373854
positive	0.6735376393462564
positive	0.5482307010976982
positive	0.5959151575124148
negative	0.6771652706433768
neutral 	0.6290927098300615
neutral 	0.504934374992112
neutral 	0.6290927098300615
neutral 	0.8107349062074779
neutral 	0.7865576593077818
neutral 	0.5950890614040548
positive	0.573001826467493
positive	0.5170755091314518
neutral 	0.5950890614040548
positive	0.5482307010976982
positive	0.5326105801833956
neutral 	0.5146524992375315
negative	0.6201437239310575
neutral 	0.7566187038501048
neutral 	0.7247267455486219
negative	0.5969344257340993
neutral 	0.5950890614040548
neutral 	0.5964131544894675
neutral 	0.7512791813590974
positive	0.5482307010976982
positive	0.5766587831413698
neutral 	0.5879527047767489
negative	0.6102712732200537
neutral 	0.8121226340668981
neutral 	0.835197246469014
neutral 	0.5950890614040548
neutral 	0.8644117224898329
negative	0.5688907493998628
negative	0.6508618789229634
positive	0.5482307010976982
neutral 	0.7121474390873468
neutral 	0.5950890614040548
neutral 	0.8762268850282436
neutral 	0.8094715221742678
neutral 	0.5811188856922039
negative	0.5318536834482781
positive	0.5983690015889569
positive	0.573001826467493
negative	0.7023939095479741
neutral 	0.7970809934585753
positive	0.5363956101144527
neutral 	0.6784932986745403
positive	0.5602697042567657
negative	0.5366457695660906
negative	0.6143963370248942
negative	0.557657543162519
neutral 	0.5950890614040548
neutral 	0.5950890614040548
neutral 	0.7208500060191785
neutral 	0.5950890614040548
neutral 	0.7375865367501735
neutral 	0.5877921819345159
positive	0.5482307010976982
positive	0.580700185899408
negative	0.5006764685693824
positive	0.5563233158314749
negative	0.7710862110836669
positive	0.6357357930088001
positive	0.6358152731686051
negative	0.6058011036227582
neutral 	0.5950890614040548
negative	0.557365572374751
neutral 	0.7008448938166691
neutral 	0.895364091335567
negative	0.5644315161164564
neutral 	0.5793836485404299
negative	0.6898419904904147
negative	0.6513284458004964
neutral 	0.5793836485404299
negative	0.7149101309178217
neutral 	0.569744256484635
neutral 	0.8179823850312623
positive	0.5326105801833956
positive	0.5123915511981999
positive	0.6426633891506762
negative	0.6093976503844296
positive	0.6248474038058298
positive	0.5723114783051482
neutral 	0.5950890614040548
neutral 	0.5950890614040548
negative	0.5644886905357254
neutral 	0.6057885646194572
neutral 	0.7562766285033701
neutral 	0.6686803138992715
neutral 	0.5811188856922039
neutral 	0.6956840341779982
neutral 	0.5950890614040548
neutral 	0.7208500060191785
neutral 	0.895364091335567
neutral 	0.5950890614040548
positive	0.5482307010976982
neutral 	0.5950890614040548
positive	0.5482307010976982
negative	0.6102712732200537
neutral 	0.5950890614040548
negative	0.6201437239310575
positive	0.5128422866373854
negative	0.557657543162519
negative	0.6508618789229634
neutral 	0.5950890614040548
positive	0.5170755091314518
positive	0.5363956101144527
negative	0.5006764685693824
neutral 	0.7375865367501735
neutral 	0.5819896405484332
positive	0.5983690015889569
negative	0.6513284458004964
neutral 	0.7566187038501048
neutral 	0.5950890614040548
positive	0.6735376393462564
positive	0.5482307010976982
neutral 	0.569744256484635
neutral 	0.5950890614040548
neutral 	0.5793836485404299
neutral 	0.7121474390873468
negative	0.5580144187693286
positive	0.5123915511981999
negative	0.6898419904904147
negative	0.5688907493998628
neutral 	0.5950890614040548
negative	0.6058011036227582
neutral 	0.7204557591764558
negative	0.7149101309178217
neutral 	0.5950890614040548
negative	0.6143963370248942
neutral 	0.6407278005127756
neutral 	0.6686803138992715
positive	0.5766587831413698
positive	0.5602697042567657
neutral 	0.7970809934585753
neutral 	0.5964131544894675
neutral 	0.6057885646194572
neutral 	0.5950890614040548
neutral 	0.5793836485404299
neutral 	0.8121226340668981
positive	0.6426633891506762
neutral 	0.5950890614040548
neutral 	0.8094715221742678
neutral 	0.6985941344786039
neutral 	0.5877921819345159
positive	0.6248474038058298
positive	0.5326105801833956
negative	0.5366457695660906
neutral 	0.6784932986745403
neutral 	0.5793836485404299
neutral 	0.8107349062074779
positive	0.6358152731686051
neutral 	0.7383005314221904
neutral 	0.7512791813590974
neutral 	0.8644117224898329
negative	0.7023939095479741
positive	0.5959151575124148
positive	0.5723114783051482
positive	0.5326105801833956
neutral 	0.7247267455486219
neutral 	0.6290927098300615
negative	0.557365572374751
positive	0.573001826467493
neutral 	0.504934374992112
neutral 	0.7865576593077818
positive	0.5563233158314749
negative	0.5969344257340993
neutral 	0.6290927098300615
negative	0.5644886905357254
positive	0.5482307010976982
negative	0.5318536834482781
neutral 	0.5879527047767489
negative	0.6771652706433768
negative	0.6093976503844296
neutral 	0.8179823850312623
neutral 	0.7008448938166691
negative	0.7710862110836669
positive	0.580700185899408
neutral 	0.8762268850282436
neutral 	0.835197246469014
neutral 	0.5060479994934844
neutral 	0.5146524992375315
positive	0.573001826467493
positive	0.5482307010976982
positive	0.7376143456424787
positive	0.6357357930088001
neutral 	0.7562766285033701
negative	0.5644315161164564
